Transcript	SRR6080007	SRR6080008	SRR6080009	SRR6080012	SRR6080013	SRR6080014
AT1G03130.1	47390.2	45327.4	52982.8	41713.1	47009.6	42779.5
AT1G03140.1	568	607	625	792	817	949
AT1G03150.1	442	478	342	439	442	485
AT1G03160.1	842.031	946.219	1034.82	947.614	1034.15	1012.14
AT1G03160.2	7.45935e-6	10.616	1.59416e-5	180.487	71.6551	68.2975
AT1G03160.3	244.114	151.557	75.6379	92.6489	59.0769	104.272
AT1G03160.4	319.855	307.608	10.5438	353.25	271.12	254.291
AT1G03165.1	9	7	2	4	6	8
AT1G03170.1	7	14	13	93	31	29
AT1G03180.1	0	0	0	2.18139e-7	0	0
AT1G03180.2	6.57306	0	4.52928e-6	15.6499	27.4032	0.00198184
AT1G03180.3	18.5359	18.5942	10.9918	0	2.5358	19.5298
AT1G03180.4	0.228308	16.0388	0	18.3752	14.9916	0
AT1G03180.5	33.6627	33.367	17.084	11.9593	12.0637	45.4682
AT1G03180.6	0	0	7.92417	0.015634	0.00573856	0
AT1G03190.1	185	218.017	170.115	281.017	217	250
AT1G03190.2	0	0	1.39259e-7	0	0	0
AT1G03200.1	34	30.6185	42.9826	115.477	65.1761	96.7222
AT1G03210.1	105.148	161.018	91.0883	383.967	371.537	382.922
AT1G03210.2	24.8522	29.9822	17.9117	86.0329	61.4633	96.0782
AT1G03220.1	983.551	1102.65	1586.55	796.619	847.193	760.907
AT1G03230.1	426.449	470.351	680.446	585.381	527.807	579.093
AT1G03240.1	1	3.38153	1.0174	9.5229	7.82394	6.27781
AT1G03250.1	534.544	340.16	453.151	441.056	393.172	455.003
AT1G03250.2	7.89228e-4	4.3219e-5	0.177836	112.663	129.257	51.9721
AT1G03250.3	38.5255	203.842	12.5584	43.4503	102.108	94.2256
AT1G03250.4	17.9296	29.9975	10.1125	25.8303	8.46266	8.79961
AT1G03260.1	211	210	149	196	208	192
AT1G03270.1	89	126	83.1898	104	68	92
AT1G03280.1	492.609	428.154	379.993	583.685	414.064	529.086
AT1G03280.2	25.6414	18.785	8.9319	18.338	70.2853	60.9085
AT1G03280.3	0.9664	138.943	155.817	186.735	307.066	286.736
AT1G03290.1	82.6847	111.254	86.292	69.2306	66.1625	102.701
AT1G03290.2	8.56526e-8	0	0	0	0	0
AT1G03290.3	79.7496	67.6389	74.5547	374.12	388.541	371.606
AT1G03290.4	63.1083	3.32459e-8	0	0	0	42.2304
AT1G03290.5	50.3223	231.105	129.236	525.155	710.476	773.173
AT1G03290.6	119.352	1.19228e-7	28.4008	97.5084	94.8724	9.74207e-4
AT1G03300.1	13.783	80.0015	38.5165	73.9858	104.948	50.289
AT1G03310.1	487.422	887.004	490.866	864.384	705.622	803.659
AT1G03310.2	1269.58	868.996	843.134	822.616	869.378	789.341
AT1G03320.1	6	13	11	4	3	7
AT1G03325.1	0	0	0	0	0	0
AT1G03330.1	475	516	432	513	513	492
AT1G03340.1	50	47	29	86	68	60
AT1G03350.1	640	692	735	832.559	894	957
AT1G03360.1	124	151	94	122	72	110
AT1G03365.1	257	338.059	271	399.213	425.842	402
AT1G03365.2	0	11.9415	0	42.1951	22.1576	0
AT1G03370.1	427.948	277.459	290.001	916.066	1299.97	1275.93
AT1G03370.2	159.052	259.541	202.999	468.934	418.034	465.073
AT1G03380.1	867	925	840	1555	1609	1520.99
AT1G03390.1	0	0	1	0	1	2.00511
AT1G03395.1	0	0	0	0	0	0
AT1G03400.1	433.666	481.588	495.513	803.571	1217.95	760.613
AT1G03400.2	187.334	198.412	162.487	156.429	87.6472	372.387
AT1G03410.1	198.829	237.995	93.7685	269.958	267.013	172.475
AT1G03410.2	0	0	0	0	0	0
AT1G03430.1	381.424	416.787	261.231	699.45	690.644	710.036
AT1G03430.2	52.5759	44.2135	48.7687	68.55	52.3556	128.964
AT1G03440.1	431.801	382	529	475	366	387.717
AT1G03445.1	3	3	0	3	0	1.47664
AT1G03445.2	0	0	1	0	0	1.52336
AT1G03457.1	14.028	40.3423	0	1.34693e-5	42.2928	0.209047
AT1G03457.2	5.79987e-5	3.05704e-8	17.7791	28.6747	1.34865e-7	37.4898
AT1G03457.3	111.972	106.977	90.2209	122.741	89.1065	116.301
AT1G03470.1	0	30.5111	31.6495	0	0	0
AT1G03470.2	0	36.9356	13.4383	52.8046	54.061	3.76882
AT1G03470.3	89	0.00238772	0.00562009	44.1954	0.00396474	0.0165115
AT1G03470.4	2.61394e-6	25.5707	35.9065	3.04514e-7	16.935	102.215
AT1G03475.1	6033.94	6008.92	6059.96	4936	4653	4521
AT1G03490.1	0	0	0	0	1	0
AT1G03495.1	130.665	103.421	93.918	224.752	528.325	278.88
AT1G03502.1	2.85714	0	0	10.7333	4.25	8.57143
AT1G03506.1	0	0	0	0	0	0
AT1G03510.1	39	43	43	41	34	39
AT1G03515.1	0.025	0	0	0	0	0
AT1G03520.1	219.298	178.394	164.753	220.941	286.663	287.896
AT1G03520.2	26.7023	66.6058	16.2465	56.0588	17.3368	7.10412
AT1G03530.1	403.587	499.612	426.529	392.818	325.132	406.698
AT1G03540.1	31	39	25	39	35	31
AT1G03545.1	3.13366	8.73736	0	0	0	0
AT1G03545.2	41.4348	56.7739	32.091	62.8649	49.4262	50.1982
AT1G03550.1	38.1441	34.9509	22.338	204.591	145.498	182.627
AT1G03550.2	4.61876	35.5098	8.55342e-6	0	1.66652	0
AT1G03550.3	0	0	1.25395	0	0	0
AT1G03550.4	7.69569	14.5733	34.9985	46.0445	8.7027	0
AT1G03550.5	0.924695	0	2.22395e-4	0	35.2136	0
AT1G03550.6	3.91823	0	0	0	0	0
AT1G03550.7	2.13015	11.4548	2.3183	32.4999	11.4928	16.1747
AT1G03560.1	227	275.924	201	310.619	335	351
AT1G03570.1	0	0	0	0	0	0.333333
AT1G03590.1	249	283	235	366.23	397	390
AT1G03600.1	12750	12612	14772	6721.27	8409	7917
AT1G03610.1	543.564	480.323	598.09	377.343	500.395	562.052
AT1G03610.2	86.4364	73.6767	57.4609	132.657	69.6052	78.9483
AT1G03620.1	0	3.85779	0	0	10.7582	0
AT1G03620.10	0	0	0	2.08162	0.491885	0
AT1G03620.11	0	0	0	3.71785	1.41766	2.19329
AT1G03620.12	0	2.61466	0	0.885951	4.75115	0
AT1G03620.13	0	3.60495	0.0739835	0.86668	14.5711	18.1453
AT1G03620.2	3.66636e-5	0	0	0	0	0
AT1G03620.3	0	0	0	0	3.7096	0
AT1G03620.4	0	7.98992e-7	0	1.69819	0	0
AT1G03620.5	15.4268	19.057	4.2407	21.5448	12.3004	15.0488
AT1G03620.6	3.5732	0	6.71898e-8	30.1653	0	13.6126
AT1G03620.7	0	0	5.68532	0	0	0
AT1G03620.8	0	5.7139	0	3.03965	0	0
AT1G03620.9	0	1.15173	0	0	0	0
AT1G03630.1	984.619	957.763	1016.8	847.937	819.449	559.446
AT1G03630.2	5002.38	4923.24	4106.2	3473.06	4216.55	3831.55
AT1G03640.1	0	0.0344828	0	0.0344828	0	0.0344828
AT1G03650.1	27	27	17	22	24	12
AT1G03660.1	4.66299	13.54	11	3.73613	3.74016	8.62002
AT1G03660.2	6.33701	4.72203	0	12.3128	6.29551	5.37998
AT1G03670.1	0	0	1	0	0	2
AT1G03680.1	7462.01	7525.7	7803.18	6533.28	7198.21	6322.67
AT1G03687.1	235.423	248.344	133.579	200.523	146.181	191.153
AT1G03687.2	63.5768	62.6563	146.421	87.4772	124.819	73.8469
AT1G03700.1	0	0	0	1	0	2
AT1G03710.1	6.76041	15	13	13	11	6.76498
AT1G03710.2	9.23959	0	0	0	0	1.23502
AT1G03720.1	0	0	0	0	0	0
AT1G03720.2	0	1	0	0	0	0
AT1G03730.1	114.602	114.002	121.003	350.007	274.005	198.004
AT1G03740.1	464.463	598.844	470.307	1970.52	2214.46	2063.55
AT1G03740.2	42.5374	34.1561	35.6934	259.481	222.536	95.449
AT1G03743.1	0	0	0	0	0	0
AT1G03746.1	0	2	0	2	1	0
AT1G03750.1	85.6472	109	93.3955	172.321	172.6	154.262
AT1G03760.1	93.3528	142	75.6045	194.679	137.4	176.738
AT1G03770.1	3.09792	14.8974	7.52788e-6	56.5171	41.4789	44.6875
AT1G03770.2	0	0	16.9594	0	0	0
AT1G03770.3	0	13.2247	9.19025	6.6627e-5	0.76836	18.6032
AT1G03770.4	13.446	13.0533	10.516	21.0269	8.68189	10.1657
AT1G03770.5	10.8942	27.4822	8.85346	22.2995	0	15.5102
AT1G03770.6	35.2866	25.3226	14.4809	37.3516	57.4407	56.2037
AT1G03780.1	30.4852	30.3675	12.594	28.7798	14.1771	14.1069
AT1G03780.2	199.521	317.641	197.066	142.538	312.419	253.542
AT1G03780.3	50.2689	58.8672	71.3401	245.487	1.03424	115.18
AT1G03790.1	0	0	0	1	0	1
AT1G03800.1	9	14	21	15	13	7
AT1G03810.1	0	0	0	0	0	0
AT1G03820.1	72	151	186	175	121	132
AT1G03830.1	51.1363	13.9789	65.9357	188.333	104.137	74.8472
AT1G03830.2	77.8637	184.021	94.0643	99.6666	118.863	174.153
AT1G03840.1	8.55021	8.78044	0	18.0118	0	0
AT1G03840.2	6.44979	11.2196	26	28.9882	24	51
AT1G03850.1	1.7269	0	1.60371	3.21956	3.25206	4.73702
AT1G03850.2	25.2731	22.8453	43.3963	53.7804	61.7479	44.263
AT1G03850.3	0	4.1547	0	0	0	0
AT1G03860.1	363.816	308.356	421.209	198.328	41.6958	0.0498882
AT1G03860.2	619.878	636.121	655.791	604.207	432.508	506.116
AT1G03860.3	122.306	110.523	1.64374e-6	4.19616e-5	149.796	158.834
AT1G03870.1	2309	1618	2341.51	755	1042	824
AT1G03880.1	0	0	0	0	0	0
AT1G03890.1	0	0	0	0	0	0
AT1G03900.1	1308	1128	1335	1736	1559	1758
AT1G03905.1	17.0884	16.2969	27.14	3.3334	14.5677	20.7048
AT1G03905.2	0	0	0	0	16.771	0
AT1G03905.3	0	0	0	28.8793	0.00125698	0
AT1G03905.4	0	16.025	0	3.05298e-4	6.80138	25.5754
AT1G03910.1	524.799	542.937	389.64	628.709	449.393	825.007
AT1G03910.2	261.201	392.063	327.36	374.291	532.607	250.993
AT1G03920.1	0	0	0	21.9625	0	0
AT1G03920.2	0.0299287	0.0232646	0.278502	0.0391779	0.0506961	0.0411319
AT1G03920.3	22.9701	28.9767	20.7215	13.9984	29.9493	36.9589
AT1G03930.1	1115.55	1209.12	785.016	1046.6	1263.14	1202.16
AT1G03935.1	0	0	0	0	0	0
AT1G03940.1	250.875	300.227	310.754	569.462	1747.38	823.868
AT1G03950.1	135	183	112	307	269	288
AT1G03960.1	74.387	7.50555	13.7682	113.782	31.5614	113.706
AT1G03960.2	111.711	140.571	65.1521	215.3	141.178	192.191
AT1G03960.3	0	1.88487e-7	44.9321	1.3934e-4	1.967e-6	1.35235e-7
AT1G03960.4	0	0	19.2417	0.619034	3.16125e-4	0
AT1G03960.5	21.0501	71.2029	29.4864	0	49.8736	48.8448
AT1G03960.6	0	0	0	0	0	0
AT1G03960.7	118.852	131.721	57.4194	132.299	146.386	111.258
AT1G03970.1	410.394	382.873	422.992	671.875	681.299	639.858
AT1G03980.1	9	6.56705	2.71129	3.00415	5.16618	2.33125
AT1G03980.2	0	0	0	0	0	0
AT1G03980.3	0	1.05048	0	0	2.83326	5.66966
AT1G03980.4	0	3.38247	2.2889	0	0.00171997	0
AT1G03982.1	0	0	0	0	0	0
AT1G03987.1	3	8	2	3	1	0
AT1G03990.1	87	108	99	118	107	136
AT1G03993.1	13.2523	0	14.7029	12.2707	18.7133	8.40796
AT1G03997.1	0	0	0	0	0	0
AT1G04000.1	245	255	249	275	250	289.202
AT1G04003.1	0	0	0	0	0	0
AT1G04007.1	43.3031	42.3674	25.6551	39.8387	38.9231	50.2377
AT1G04010.1	163	189	169	397	346	371
AT1G04013.1	25	16	19	18	14	20
AT1G04017.1	22.3694	25.1568	19.5941	24.7979	11.1943	5.56268
AT1G04020.1	111.955	218.962	112.863	163.439	84.9905	142.2
AT1G04020.2	49.0454	3.03846	28.1367	1.56068	40.0095	34.8004
AT1G04023.1	33.3026	19.6674	34.2612	23.0401	23.9684	29.605
at1g04027	1	4	2	8	5	4
AT1G04030.1	84.5121	57.1968	72.3185	94.3675	102.745	86.9928
AT1G04030.2	0	56.5511	0.0133749	31.5824	4.37627	23.7202
AT1G04033.1	2	2	3	2	1	2
AT1G04037.1	3	2	1	10	4	11
AT1G04040.1	1185.4	1272.07	1191.21	992.376	996.186	1033.96
AT1G04043.1	0	0	0	0	0	0
AT1G04047.1	2.00083	6	9	13	10	10
AT1G04050.1	47.731	39.0893	16.2922	25.4045	42.6585	64.6924
AT1G04050.2	2.36904e-8	0	0	26.0532	14.4889	34.8605
AT1G04050.3	1.26904	49.9371	24.7078	55.5423	33.8526	21.447
AT1G04053.1	9.27362	20.1101	8.74752	11.5363	8.80313	19.901
AT1G04057.1	0.859605	0	0.801975	0	0	0.863257
AT1G04063.1	0	0	0	0	0	0
AT1G04067.1	46.8451	45.0123	35	29.2892	17.6241	18.8321
AT1G04070.1	78	80	68	109	65	82
AT1G04073.1	2.95178	11.9075	6	11	7.89549	13.9248
AT1G04077.1	58.1011	49.7765	107.551	79.3551	63.5178	76.5193
AT1G04080.1	1019.06	976.4	1064.13	851.531	814.551	1030.74
AT1G04080.2	199.135	173.549	124.85	189.27	241.269	252.516
AT1G04080.3	616.6	817.883	570.472	1043.94	812.953	722.814
AT1G04080.4	0	0	0	0	0	0
AT1G04080.5	44.2054	59.1676	28.5435	64.2582	32.227	19.9303
AT1G04083.1	2.05277	6.1521	3	3	4.10541	8.36783
AT1G04087.1	0	0	0	0	0	0
AT1G04090.1	21	26	16	14	10	24
AT1G04093.1	3	3	0	3	3	6
AT1G04097.1	1	0	0	3	0	2
AT1G04100.1	32.4427	66.8743	46.3541	75.0402	71	75.0731
AT1G04103.1	0	0	0	0	0	0
AT1G04103.2	0	0.520636	0	0	1.89981	0.32575
AT1G04105.1	11.5573	4.1257	5.64587	10.9598	0	11.9269
AT1G04110.1	105	86	154	158	90	105
AT1G04117.1	66.2176	98.1059	63.0986	89.1564	81.8853	105.571
AT1G04120.1	0.00186102	62.8197	1.22231	214.596	6.91351e-5	0.0119688
AT1G04120.2	427.539	254.927	550.813	1049.29	886.851	636.539
AT1G04120.3	976.459	1260.25	716.965	1015.11	904.149	1397.45
AT1G04123.1	1.36555	0	1	3.39246	3.16823	4.64654
AT1G04127.1	0	0	1	1	1	1
AT1G04130.1	148.307	89.0338	103.923	123.372	126.279	111.059
AT1G04130.2	21.693	61.9662	30.0765	17.6276	43.7213	42.9409
AT1G04133.1	4.09243	9.82959	4.10512	3.91059	5.33876	0.744403
AT1G04137.1	0	1	0	0	0	0
AT1G04140.1	1062.11	1157.06	1457.27	1503.57	1756.05	1486.39
AT1G04140.2	563.888	405.767	75.7315	544.433	164.948	523.607
AT1G04143.1	0	0	0	0	0	0
AT1G04147.1	0	1	0	1	0	2
AT1G04150.1	5	1	9.00834	12	7	7
AT1G04153.1	3	0	0	1	0	1
AT1G04157.1	1	0	1	1	0	0
AT1G04160.1	189.174	203.511	66.6677	253.517	268.403	250.596
AT1G04160.2	3.6837e-8	52.8016	82.6187	0	4.56691e-7	29.8398
AT1G04163.1	0	4.83046e-8	0	0	0	0
AT1G04167.1	0	0	1	0	0	0
AT1G04170.1	2046	1995	2055.76	1687.77	1373	1524
AT1G04170.2	0	0	27.238	25.2276	0	0
AT1G04173.1	2	4	0	1	0	1
AT1G04177.1	0	0	0	0	0	0
AT1G04180.1	6	2	3	0	4	2
AT1G04183.1	979.171	944.005	1077.23	1077.04	1151.39	1167.53
AT1G04187.1	1	6	2	3	5	4
AT1G04190.1	383	492	334	376	278	354
AT1G04193.1	2.66667	3	2.33333	4	4.5	5.5
AT1G04197.1	0.961809	0	0.96181	6	7	1.44216
AT1G04200.1	209.613	347.243	232.877	568.121	564.416	601.544
AT1G04200.2	61.6623	87.7	19.8615	89.617	72.7478	77.7312
AT1G04200.3	73.7248	3.05746	19.2617	80.2616	94.8361	105.725
AT1G04203.1	0	3.42645	0	2.95105	1.96433	0
AT1G04207.1	0	1	0	0	0	0
AT1G04210.1	956	1091	776	1092	975	1018
AT1G04213.1	0	0	0	0	0	0
AT1G04217.1	3.5	1.5	1	9	7	6
AT1G04220.1	210.419	207.779	103.633	122.621	233.126	197.142
AT1G04223.1	5.33333	3	4.66667	8	13.5	5.5
AT1G04227.1	8.46087	4.35189	3.32834	2.78643	1.31367	4.25147
AT1G04230.1	95.9433	98.5726	57.2173	162.055	95.517	92.7079
AT1G04230.2	56.3315	93.6718	93.7766	96.3184	107.007	130.79
AT1G04233.1	97.6064	89.1269	125.008	137.125	217.701	176.142
AT1G04237.1	3.04483	2.15224	2.19232	6	9.60385	6.63247
AT1G04240.1	449.266	508.863	398.921	444.104	515.956	384.937
AT1G04240.2	4.45946	4.8927	0	0	0	4.32359
AT1G04243.1	0	0	0	0	0	0
AT1G04247.1	26.9155	47.6513	35.9704	51.1251	59.8681	25.8328
AT1G04250.1	660.34	649.313	749.702	274.281	552	399.204
AT1G04253.1	0	0	0	0	0	0
AT1G04257.1	0	0	1	0	0	0
AT1G04260.1	308	270	305	407	374	431
AT1G04263.1	0	0	0	0	0	0
AT1G04267.1	16	16	7	11	7	10
AT1G04270.1	6771.43	6605.95	7366.54	3770.85	3558.6	4164.16
AT1G04270.2	29.6491	0	0	0	43.2002	1.83963e-6
AT1G04273.1	22	22	18	18	10	13
AT1G04277.1	13	8	2	5	3	3
AT1G04280.1	90.7943	204.128	289	161.514	225.907	234.61
AT1G04280.2	149.206	87.8715	0	190.486	162.093	188.39
AT1G04283.1	0	0	0	0	0	0
AT1G04287.1	0	0	0	0	0	0
AT1G04290.1	256.425	229.196	214.274	194.652	222.462	255.8
AT1G04290.2	56.4529	67.804	65.7265	81.4277	64.3071	27.8147
AT1G04293.1	0	0	0	0	0	0
AT1G04295.1	3.12237	0	0	3.92028	7.23084	2.38496
AT1G04297.1	2.04829	0	1.35752	9.07735	0	2.51924
AT1G04300.1	40.7812	508.794	369.378	621.97	1229.62	940.647
AT1G04300.2	72.961	31.8946	53.1297	66.0731	60.1675	53.3359
AT1G04300.3	87.6504	21.9967	0.289945	61.4454	42.4847	4.52498
AT1G04300.4	480.252	403.667	270.131	681.244	376.802	201.102
AT1G04300.5	44.1211	2.14477e-8	93.9695	57.1498	4.93015	92.655
AT1G04300.6	221.234	362.647	108.593	356.117	219.517	629.311
AT1G04303.1	15	6	4	16	16	11
AT1G04307.1	0	0	0	0	0	0
AT1G04310.1	86.6317	55.1605	16.4722	81.5076	16.716	82.4393
AT1G04310.2	59.3803	123.84	178.533	116.492	133.287	134.561
AT1G04313.1	1.5526199999999999	8	0	11.5863	22	20
AT1G04320.1	0.0434783	0	0.0434783	0.115385	0	0.0869565
AT1G04323.1	2	2	1	4	11	7
AT1G04327.1	0	0	0	0	0	0
AT1G04330.1	9	18	14	30	20	23
AT1G04333.1	0	0	0	0	0	0
AT1G04337.1	0	0	0	0	0	0
AT1G04340.1	376.638	377.819	382.637	417.733	342.333	365.356
AT1G04343.1	200.432	243.425	138.35	242.959	248.866	216.03
AT1G04347.1	2	5	3.02023	3	7	10
AT1G04350.1	1270	1206.05	1009	1318.37	1739	1514
AT1G04353.1	19.8555	14.9482	4.56938	19.5593	15.9783	22.2919
AT1G04357.1	12.8949	10.5197	15.2582	23.3652	17.4668	22.1858
AT1G04360.1	75	73	121	30	35	27
AT1G04363.1	2.10514	15.4803	3.74178	4.6348	6.53324	6.81423
AT1G04367.1	7.63515	10.5614	4.04329	6.25662	10.4667	8.4414
AT1G04370.1	1	0	1	5	7	1
AT1G04373.1	0	0	0	0	0	0
AT1G04377.1	0	0	0	0	0	0
AT1G04380.1	2	0	2	1.89258	3.00123	2
AT1G04380.2	0	3.00249	0	4.11185	0	0
AT1G04383.1	0	0	0	0	0	0
AT1G04387.1	0	0	0	0	0	0
AT1G04390.1	242	271	166	344	311	374
at1g04393	0	0	0	0	0	1
AT1G04397.1	0	0	0	1	0	0
AT1G04400.1	103.492	152.142	69.3822	199.647	143.867	341.879
AT1G04400.2	1769.51	1803.86	1547.62	2430.35	2309.13	2272.12
AT1G04403.1	0	0	0	0	0	0
AT1G04407.1	0	0	0	0	0	0
AT1G04410.1	9976	9792	10663	10407.9	9042.95	9304
AT1G04413.1	0	0	0	0	0	0
AT1G04417.1	0	0	0	0	1	1
AT1G04420.1	3910	3885	3362.14	1964	2368	2179
at1g04423	0	3	0	1	0	0
AT1G04425.1	79	82	84	127	93	201
AT1G04427.1	1.88483	1.15385	2.83399	8.9283	10.3748	11.7025
AT1G04430.1	518.866	423.424	420.199	407.253	612.852	406.581
AT1G04430.2	1175.13	1028.82	1045.34	1667.75	1342.83	1451.91
AT1G04430.3	1.99145e-6	53.7535	55.459	4.70941e-7	1.49981e-6	5.937e-7
AT1G04433.1	108.156	132.506	99.1213	53.9489	90.2737	98.833
AT1G04437.1	2	5	2	6	3	9
AT1G04440.1	890.159	1060.57	716	1328.37	1433.39	1339.08
AT1G04443.1	0	0	0	0	0	0
AT1G04445.1	2	1	0	1	0	1
AT1G04445.2	0	0	0	0	0	0
AT1G04447.1	0	0	0	0	0	0
AT1G04450.1	0	0	1	0	1	0
AT1G04453.1	0	0	0	0	0	0
AT1G04455.1	6.72494	2.89127	0.742613	4.68115	7.36005	3.80248
AT1G04463.1	13.736	26.5317	3.88095	29.7773	36.0654	8.09777
AT1G04467.1	14.2779	10.1528	8.20453	17.3677	15.4353	22.4161
AT1G04470.1	0	1	0	0	0	0
AT1G04473.1	13.0576	14.165	4.90204	11.284	9.52646	12.3687
AT1G04477.1	14.0243	12.0859	18.4987	17.9431	25.4578	22.9543
AT1G04480.1	1712.12	1744.29	1444.23	949.31	902	1057.67
AT1G04483.1	0	1	2	1	0	1
AT1G04487.1	114.227	93.8757	108.257	101.823	131.914	76.6562
AT1G04490.1	0	0	0	0	0	4.11063e-8
AT1G04490.2	5	3	3	12.5896	0	0
AT1G04490.3	0	0	0	0	0	0
AT1G04490.4	0	0	0	3.41039	0	0
AT1G04490.5	0	0	0	0	5.74756	0
AT1G04490.6	0	0	0	0	0	0
AT1G04490.7	0	0	0	0	0	0
AT1G04490.8	0	0	0	0	9.28191	0
AT1G04490.9	0	1.51544e-8	0	0	1.97053	7
AT1G04493.1	4.26382	8.38284	2.60205	10.4283	5.70444	4.17147
AT1G04497.1	2.72309	6.11893	1.69723	7.74425	3.81861	11.3014
AT1G04500.1	0	3	0	15	0	0
AT1G04500.2	0	0	0	0	0	0
AT1G04500.3	0	0	4	0	8	0
AT1G04500.4	2	0	0	0	0	13
AT1G04503.1	723.632	525.713	631.392	1030.69	855.567	842.289
AT1G04507.1	0.814308	1.59417	0	0	0.360869	2.82251
AT1G04510.1	365.38	329.373	220.536	309.831	234.693	321.077
AT1G04510.2	708.62	738.627	794.464	782.169	603.307	685.923
AT1G04513.1	14.7381	6.65125	0	38.7869	27.4565	25.9393
AT1G04517.1	0	0	1	0	0	0
AT1G04520.1	664	717.939	571.936	429	406.433	465
AT1G04523.1	0	0	0	0	0	0
AT1G04527.1	0	0	0	0	0	0
AT1G04530.1	2077	2495.55	1981.57	1938.51	2442.65	2549
AT1G04533.1	0	1	0	0	0	0
AT1G04537.1	0	0	0	0	0	0
AT1G04540.1	134	112	124	181	225	238
AT1G04547.1	0	0	0	0	1	0
AT1G04550.1	21.5138	63.1756	20.9982	26.7245	29.6973	71.33
AT1G04550.2	552.486	533.466	613.002	482.276	469.303	459.67
AT1G04555.1	87	85	89	161	150	162
AT1G04557.1	0	0	0	0	0	0
AT1G04560.1	0	0	0	0	0	0
AT1G04563.1	0	2	0	2	0	1
AT1G04567.1	3	2	5	8	10	6
AT1G04570.1	48.3738	17.354	0	16.7615	16.3283	0
AT1G04570.2	45.6262	50.646	75	44.2385	51.6717	40
AT1G04573.1	0	0	0	0	0	0
AT1G04577.1	0	0	1	1	1	1
AT1G04580.1	4	1	1	6	3	12
AT1G04583.1	0	1	0	3.46101	0	1
AT1G04587.1	19	13	9	18	12	10
AT1G04590.1	146.531	284.435	136.024	262.209	192.504	174.056
AT1G04590.2	211.469	201.565	191.976	78.7906	207.496	194.944
AT1G04593.1	0	0	0	0	0	1
AT1G04597.1	0	0	0	0	0	0
AT1G04600.1	8	12	8	60	63	51.6448
AT1G04603.1	0	0	0	0	0	0
AT1G04607.1	0	0	0	0	0	0
AT1G04610.1	2	1	2	2	0	5
AT1G04620.1	501	432	478	458	522	430
AT1G04623.1	0	0	0	0	0	0
AT1G04625.1	3.57187	1.16606	4.71085	1.15931	3.43131	2.30358
AT1G04630.1	645.122	736.834	704.289	642.17	534.569	584.661
AT1G04635.1	65	61	60	43	34	28
AT1G04640.1	971.208	949.183	852.833	672.575	777.997	649.328
AT1G04640.2	74.7917	95.8167	67.1675	46.4245	62.0031	109.672
AT1G04643.1	0	0	0	0	0	0
AT1G04643.2	0	0	0	0	0	0
AT1G04645.1	0	1	0	0	0	1
AT1G04647.1	65.5874	97.4631	138	195.881	186.855	220
AT1G04650.1	13.506	41.0035	13.5827	49.179	22.2324	22.0775
AT1G04650.2	52.494	60.9965	41.4173	32.821	32.7676	35.9225
AT1G04653.1	0	0	0	0	0	0
AT1G04657.1	0	0	5.46361	3.28471	3.1275	3.87744
AT1G04660.1	37	57	96	83	50	45
AT1G04667.1	0	0	0	0	0	0
AT1G04670.1	0	0	0	0	0	0
AT1G04673.1	0	0	0	0	0	0
AT1G04677.1	0	0	0	1	0	0
AT1G04680.1	2551	2491	2826	2763	2644	2608
AT1G04683.1	0	0	0	0	0	0
AT1G04687.1	0	0	0	0	0	0
AT1G04690.1	1118	1109	973	1586	1276	1241
AT1G04693.1	0	0	0	0	0	0
AT1G04697.1	1	1	2	1	0	1
AT1G04700.1	0	14.4591	0	13.1113	0	12.8519
AT1G04700.2	29	31.5409	35	42.8887	42	56.1481
AT1G04700.3	0	0	0	0	0	0
AT1G04703.1	0	0	0	0	0	0
AT1G04707.1	11.0021	1.47249	1.77749	20.6415	5.46451	14.9378
AT1G04710.1	396.313	408.49	399.675	335.389	364.743	371.684
AT1G04713.1	3.50497	3.10671	1.63571	3.2511	1.62654	4.64372
AT1G04717.1	0	0	0	0	0	0
AT1G04720.1	0	0	0	0	0	0
AT1G04723.1	2	1	0	1	1	4
AT1G04730.1	39.1461	47.8461	0	0	72.3806	0
AT1G04730.2	0.0412072	27.9208	52.8794	73.2545	0.00389779	98.4848
AT1G04730.3	113.813	123.233	78.1206	97.7455	77.6155	82.5152
AT1G04730.4	0	0	0	0	0	0
AT1G04733.1	59.0918	74.4841	61.4727	34.9389	47.2831	32.2472
AT1G04737.1	0	0	0	0	0	0
AT1G04743.1	1	2	0	1	0	2.00139
AT1G04747.1	0	0	1	0	0	0
AT1G04750.1	842.468	825.707	859.848	1294.23	1091.93	1256.32
AT1G04750.2	0.00301068	0	43.1602	23.1605	1.2339e-6	108.753
AT1G04750.3	17.5388	16.0501	0	19.1815	25.0845	28.0376
AT1G04750.4	15.7045	0	0	0	0	14.321
AT1G04753.1	0	0	0	0	0	0
AT1G04760.1	83.0798	79.3764	74.2962	104.124	68.5306	121.434
AT1G04760.2	0	0	2.91505e-4	0	0	0
AT1G04763.1	0	0	0	0	0	0
AT1G04767.1	6.02302	4	6.12527	6.13334	5.17629	2
AT1G04770.1	261.92	308.624	151.703	227.876	273.469	260.566
AT1G04773.1	0	0	0	0	0	0
AT1G04778.1	4	7	1	5	14	6
AT1G04780.1	675	843	720	1565	1675	1529
AT1G04783.1	1	0	0	0	0	0
AT1G04787.1	0	1	0	0	0	0
AT1G04790.1	443.071	545.208	378.119	630.226	562.451	606.906
